"Violation County","House Number","Street Name","Violation Post Code","Violation Precinct","count"
"NY","161","E 121st St","76","19.0","2"
"Q","45-42","Pearson St","51-A","108.0","2"
"NY","58","E 68th St","60","19.0","2"
"NY","1312","St Nicholas Ave","12","33.0","2"
"NY","2","W 47th St","18","18.0","2"
"K","479","85th St","21","68.0","2"
"NY","411","E 87th St","A","19.0","2"
"K","3735","Nostrand Ave","46","61.0","2"
"BX","1074","Home St","03","41.0","2"
"Q","105-13","53rd Ave","03","110.0","2"
"K","2292","Ocean Pky","N","61.0","2"
"BX","937","Morris Park Ave","09","49.0","2"
"Q","7022","66th St","A","104.0","2"
"NY","N","W 193rd St","C","34.0","2"
"K","805","MACDONOUGH ST","","73.0","2"
"","","BRIGHTWATER CT","","60.0","2"
"Q","307","BEACH 101 ST","","100.0","2"
"K","2719","AVE U","","61.0","2"
"K","8111","AVENUE K","","69.0","2"
"Q","39-05","104th St","51-A","115.0","2"
"Q","143-48","41st Ave","01","109.0","2"
"NY","394","6th Ave","051","6.0","2"
"NY","28-30","Avenue A","N","9.0","2"
"NY","240","Greenwich St","009","1.0","2"
"K","W","17th Ave","A","62.0","2"
"BX","416","E 189th St","36","48.0","2"
"Q","38-07","Broadway","52-P","114.0","2"
"Q","109-19","72nd Rd","03","112.0","2"
"K","511","48th St","J","72.0","2"
"NY","N","E 92nd St","D","19.0","2"
"BX","931","E 163rd St","41","41.0","2"
"NY","64","2nd Ave","69","9.0","2"
"BX","3090","Hull Ave","38","52.0","2"
"NY","47","E 87th St","37","19.0","2"
"NY","526","Laguardia Pl","45","6.0","2"
"Q","110-76","Queens Blvd","07","112.0","2"
"Q","132-20","Sanford Ave","50-A","109.0","2"
"NY","141","Barrow St","T","9.0","2"
"K","99","Stuyvesant Ave","SPCL","81.0","2"
"K","632","Kings Hwy","03","62.0","2"
"K","4815","16th Ave","01","66.0","2"
"K","159","Division Ave","14","90.0","2"
"Q","32-23","37th Ave","52-A","114.0","2"
"Q","190-21","Jamaica Ave","18","103.0","2"
"Q","82-06","Jamaica Ave","33","102.0","2"
"Q","37-53","73rd St","10","115.0","2"
"BX","1343","Webster Ave","59","44.0","2"
"NY","S","W 32nd St","16","13.0","2"
"BX","305","E Kingsbridge Rd","F","52.0","2"
"BX","765","Garden St","F","48.0","2"
"Q","95-08","Jamaica Ave","34","102.0","2"
"Q","9003","179th St","34","103.0","2"
"Q","W","144th St","X","109.0","2"
"K","344","9th St","60","78.0","2"
"BX","1042","Southern Blvd","43","41.0","2"
"Q","122-02","20th Ave","01","109.0","2"
"NY","1438","3rd Ave","07","19.0","2"
"BX","518","E 139th St","A","40.0","2"
"BX","2535","Grand Concourse","53","50.0","2"
"NY","431","Audubon Ave","02","33.0","2"
"R","1088","Bay St","C-PM","120.0","2"
"NY","214","W 11th St","L","6.0","2"
"BX","302","E 138th St","40","40.0","2"
"K","E","S Elliott Pl","05","88.0","2"
"K","1215","Bedford Ave","09","79.0","2"
"NY","108","Ludlow St","51","7.0","2"
"Q","37-09","Main St","03-A","109.0","2"
"K","1593","E New York Ave","D","73.0","2"
"Q","71-24","Austin St","08","112.0","2"
"NY","E","Greenwich St","21","6.0","2"
"K","275","Prospect Pl","19","77.0","2"
"BX","941","E Tremont Ave","28","48.0","2"
"R","90","Winham Ave","03-A","122.0","2"
"NY","2","E 70th St","09","19.0","2"
"R","E","Winant Ave","08-P","122.0","2"
"NY","431","E 91st St","F","19.0","2"
"Q","143-21","95th Ave","J","103.0","2"
"Q","12-54","150th St","B-PM","109.0","2"
"BX","796","E Tremont Ave","33","48.0","2"
"K","267","Broadway","SPCL","90.0","2"
"K","2030","Utica Ave","35","63.0","2"
"K","458","5th Ave","59","78.0","2"
"K","6402","18th Ave","40","62.0","2"
"NY","145","Lexington Ave","99","10.0","2"
"BX","640","E 137th St","01","40.0","2"
"BX","271","E 197th St","H","52.0","2"
"K","1807","78th St","40","62.0","2"
"NY","530","W 174th St","E","33.0","2"
"Q","85-30","57th Ave","11-A","110.0","2"
"Q","32-26","Steinway St","32","114.0","2"
"NY","745","5th Ave","01","17.0","2"
"K","473","E 25th St","R","67.0","2"
"NY","243","W 72ND ST","","20.0","2"
"BX","918","LEGGETT AVENUE","","41.0","2"
"K","2923","Avenue N","20","63.0","2"
"NY","68","Franklin St","O","1.0","2"
"Q","32-22","Steinway St","25-P","114.0","2"
"Q","31-86","37th St","25-P","114.0","2"
"NY","127","E 54th St","08","17.0","2"
"K","1055","Pacific St","19","77.0","2"
"NY","177","E 87th St","27","19.0","2"
"NY","177","E 87th St","29","19.0","2"
"NY","302","W 77th St","18","20.0","2"
"R","1180","Rockland Ave","03-A","121.0","2"
"NY","158","Hester St","42","5.0","2"
"NY","339","E 90th St","77","19.0","2"
"K","3138","Fulton St","C","75.0","2"
"K","E","64th St","40","62.0","2"
"Q","214-15","15th Ave","Y","111.0","2"
"Q","110-76","Queens Blvd","08","112.0","2"
"Q","35-60","74th St","16","115.0","2"
"K","413","47th St","27","72.0","2"
"Q","34-11","34th Ave","27-A","114.0","2"
"BX","E","Jerome Ave","14","44.0","2"
"Q","10202","186th St","F","103.0","2"
"NY","305","E 83rd St","02","19.0","2"
"Q","107-21","71st Ave","10","112.0","2"
"NY","139-145","W 91st St","51","24.0","2"
"Q","153-15","89th Ave","20","103.0","2"
"NY","3758","10th Ave","F","34.0","2"
"Q","N","55th Ave","K","110.0","2"
"Q","5-46","46th Ave","R","108.0","2"
"NY","162","Charles St","P","6.0","2"
"NY","202","E 96th St","64","19.0","2"
"Q","214-20","41st Ave","44","111.0","2"
"NY","119","W 22nd St","99","13.0","2"
"Q","116-13","Liberty Ave","39","106.0","2"
"BX","1521","Rosedale Ave","03","43.0","2"
"Q","116-08","Liberty Ave","39","106.0","2"
"BX","2218","Bruckner Blvd","45","43.0","2"
"Q","25-59","14th St","R","114.0","2"
"Q","138-03","82nd Dr","15","107.0","2"
"K","8721","3rd Ave","E","68.0","2"
"Q","95-12","37th Ave","16","115.0","2"
"Q","89-12","164th St","17","103.0","2"
"BX","667","Morris Park Ave","D","49.0","2"
"BX","65","E 190th St","17","52.0","2"
"NY","691","10th Ave","15","18.0","2"
"NY","304","E 45th St","07","17.0","2"
"BX","2393","Arthur Ave","34","48.0","2"
"BX","1616","Grand Ave","02","46.0","2"
"Q","90-19","31st Ave","I","115.0","2"
"K","239","Cleveland St","SPCL","75.0","2"
"NY","W","Columbus Ave","34","24.0","2"
"K","230","Bushwick Ave","SPCL","90.0","2"
"K","164","Hale Ave","SPCL","75.0","2"
"NY","171","W 89th St","22","24.0","2"
"NY","333","E 43rd St","01","17.0","2"
"K","179","Green St","SPCL","94.0","2"
"NY","159","E 30th St","01","17.0","2"
"NY","497","W 129th St","02A","26.0","2"
"NY","4","Washington Pl","76","6.0","2"
"NY","2037","2nd Ave","01","19.0","2"
"Q","N","Station Rd","05","109.0","2"
"K","556","Bay Ridge Pky","21","68.0","2"
"NY","37","E 7th St","67","9.0","2"
"NY","140","Eldridge St","070","7.0","2"
"NY","172","Waverly Pl","24","6.0","2"
"K","N","46th St","24","66.0","2"
"NY","111","E 61st St","C","19.0","2"
"BX","67","Stevenson Pl","L","50.0","2"
"BX","731","E 175th St","14","48.0","2"
"Q","S","37th Rd","12-A","114.0","2"
"K","4018","18th Ave","40","66.0","2"
"NY","6","E 43rd St","19","18.0","2"
"NY","181","E 65th St","99","19.0","2"
"NY","6","W 35th St","08","14.0","2"
"NY","210","W 17th St","99","14.0","2"
"BX","2159","White Plains Rd","20","49.0","2"
"Q","28-36","Steinway St","29-P","114.0","2"
"R","80","Bay St","01-P","120.0","2"
"Q","10909","95th Ave","J","102.0","2"
"NY","","S/W C/O 99 ST","","23.0","2"
"NY","1","BOGARDUS PLACE","","34.0","2"
"K","409","49 STREET","","72.0","2"
"NY","","RANDSLLS ISLAND","","25.0","2"
"K","275","NOSTRAND AVE","","79.0","2"
"K","423","NOSTRAND AVE","","79.0","2"
"BX","2179","ARTHUR AVENUE","","48.0","2"
"K","1304","67 ST","","68.0","2"
"K","145","SUMMIT ST","","76.0","2"
"K","N","Oriental Blvd","W","61.0","2"
"BX","3408","Jerome Ave","06","52.0","2"
"Q","83-96","118th St","11","102.0","2"
"K","45","Avenue O","A","62.0","2"
"K","N","Jamaica Ave","CC2","75.0","2"
"NY","N","E 50th St","22","18.0","2"
"BX","S","Broadway","31","50.0","2"
"K","1998","Coney Island Ave","33","61.0","2"
"K","463","Bay Ridge Ave","21","68.0","2"
"Q","90-27","153rd St","19","103.0","2"
"Q","102-16","101st Ave","32","102.0","2"
"K","496","Monroe St","B","81.0","2"
"NY","315","7th Ave","20","13.0","2"
"K","550","Evergreen Ave","O","83.0","2"
"BX","1220","Jerome Ave","44","44.0","2"
"BX","E","E 231st St","D","47.0","2"
"Q","136-39","41st Ave","50-A","109.0","2"
"Q","212-06","41st Ave","44-P","111.0","2"
"NY","110","E 49th St","01","18.0","2"
"NY","160","South St","V","7.0","2"
"Q","58-11","Granger St","N","110.0","2"
"Q","112-22","37th Ave","K","115.0","2"
"K","122","Montague St","05","84.0","2"
"BX","2074","Wallace Ave","01","49.0","2"
"Q","26-25","4th St","U","114.0","2"
"BX","2403","Hoffman St","57","48.0","2"
"K","2704","Ocean Ave","N","61.0","2"
"Q","45-45","Center Blvd","W","108.0","2"
"NY","20","W 47th St","36","18.0","2"
"NY","158","E 7th St","32","9.0","2"
"K","1726","McDonald Ave","CC1","62.0","2"
"Q","133-54","41st Ave","02-A","109.0","2"
"BX","E","E 230th St","F","47.0","2"
"K","235","5th Ave","56","78.0","2"
"BX","3144","E Tremont Ave","01","45.0","2"
"Q","142-19","Barclay Ave","B","109.0","2"
"Q","193-04","Horace Harding Expy","O","107.0","2"
"BX","E","Fulton Ave","42","40.0","2"
"Q","88-73","76th Ave","K","104.0","2"
"K","564","Hemlock St","SPCL","75.0","2"
"Q","66-22","Palmetto St","25","104.0","2"
"Q","S","Metropolitan Ave","K","102.0","2"
"K","680","Manhattan Ave","17","94.0","2"
"NY","220","W 79st Transverse Rd","18","20.0","2"
"Q","N","Strong Ave","11-A","109.0","2"
"Q","W","74th Ave","27","104.0","2"
"NY","194","Bleecker St","01B","9.0","2"
"NY","344","Broome St","41","5.0","2"
"Q","S","Roosevelt Ave","21","110.0","2"
"NY","S","W 88th St","70","24.0","2"
"Q","124-18","82nd Ave","09","102.0","2"
"Q","32-26","Steinway St","26","114.0","2"
"NY","52","Prince St","01","5.0","2"
"Q","58-66","Maspeth Ave","A","104.0","2"
"Q","12-39","150th St","A-PM","109.0","2"
"BX","1326","Grand Concourse","38","44.0","2"
"Q","41-42","73rd St","51-A","110.0","2"
"NY","923","5th Ave","27","19.0","2"
"K","1910","Avenue U","33","61.0","2"
"Q","46-16","43rd Ave","S","108.0","2"
"NY","E","1st Ave","18","23.0","2"
"NY","S","E 45th St","14","14.0","2"
"NY","137","Orchard St","A","7.0","2"
"K","357","7th Ave","59","78.0","2"
"Q","39-12","57th St","51-A","115.0","2"
"NY","49","E 52nd St","99","17.0","2"
"NY","164","W 146TH ST","","28.0","2"
"Q","135-27","SPRINGFIELD BLVD","","105.0","2"
"BX","3016","BAILEY AVE","","50.0","2"
"Q","35-39","VERNON BLVD","","114.0","2"
"BX","525","ROSEDALE AVE","","43.0","2"
"NY","743","E 9TH ST","","9.0","2"
"NY","252","E 4th St","N","9.0","2"
"R","13","Barker St","05-A","120.0","2"
"Q","37-05","80th St","20","115.0","2"
"NY","4139","Broadway","04","33.0","2"
"Q","E","Beach 86th St","V","100.0","2"
"Q","72-48","Main St","42","107.0","2"
"K","1532","Flatbush Ave","11","70.0","2"
"NY","301","W 113th St","L","28.0","2"
"K","31","Spencer St","W","79.0","2"
"Q","160-11","Jamaica Ave","12","103.0","2"
"Q","37-05","79th St","23-A","115.0","2"
"Q","57-40","Granger St","L","110.0","2"
"Q","S","110th St","09","112.0","2"
"BX","3706","3rd Ave","01","42.0","2"
"NY","1610","St Nicholas Ave","G","34.0","2"
"BX","S","E 160th St","M","40.0","2"
"Q","15-11","College Point Blvd","08","109.0","2"
"BX","1887","Webster Ave","33","48.0","2"
"K","118","Prospect Park SW","03","78.0","2"
"NY","315","W 50th St","01","18.0","2"
"NY","317","Lenox Ave","E","28.0","2"
"NY","1443","2nd Ave","80","19.0","2"
"K","529","Kingston Ave","H","71.0","2"
"BX","S","E 182nd St","K","48.0","2"
"BX","118","Eames Pl","K","46.0","2"
"NY","110","E 36th St","16","14.0","2"
"NY","5","Beaver St","054","1.0","2"
"Q","108-44","160th St","16","103.0","2"
"K","179","Lorimer St","16","90.0","2"
"NY","428","W 26th St","15","14.0","2"
"Q","89-29","163rd St","18","103.0","2"
"Q","90-41","160th St","19","103.0","2"
"K","509","80th St","32","68.0","2"
"NY","231","W 124th St","17","28.0","2"
"K","1670","E 13th St","03","61.0","2"
"Q","N","Ithaca St","10-P","110.0","2"
"Q","32-30","101st St","22-A","115.0","2"
"BX","S","Halperin Ave","09","45.0","2"
"BX","985","E 163rd St","41","41.0","2"
"BX","374","E Fordham Rd","18","52.0","2"
"NY","1462","2nd Ave","33","23.0","2"
"Q","36-15","30th Ave","52-P","114.0","2"
"BX","2153","Grand Concourse","02","46.0","2"
"BX","2094","White Plains Rd","01","49.0","2"
"BX","120","Darrow Pl","F","45.0","2"
"K","132","Freeman St","17","94.0","2"
"K","321","Stockholm St","SPCL","83.0","2"
"Q","33-07","83rd St","H","115.0","2"
"NY","2880","Broadway","37","24.0","2"
"NY","870","Riverside Dr","01","33.0","2"
"Q","47-12","Broadway","48-P","108.0","2"
"NY","250","Hubert St","O","1.0","2"
"NY","406","W 51st St","05","18.0","2"
"NY","235","E 92nd St","D","19.0","2"
"NY","628","E 11th St","B","9.0","2"
"K","1323","St Marks Ave","L","77.0","2"
"Q","6254","97th St","06","112.0","2"
"NY","1550","3rd Ave","17","19.0","2"
"Q","65-10","99th St","02","112.0","2"
"NY","148","W 125th St","61","28.0","2"
"Q","W","70th Ave","03","112.0","2"
"BX","1750","Grand Concourse","G","44.0","2"
"NY","960","5th Ave","12","19.0","2"
"NY","305","E 40th St","99","17.0","2"
"Q","93-05","Roosevelt Ave","03","115.0","2"
"K","76","Hoyt St","19","84.0","2"
"K","S","Meeker Ave","15","94.0","2"
"Q","80-03","Northern Blvd","K-PM","115.0","2"
"BX","7","E 208th St","05","52.0","2"
"Q","5617","Catalpa Ave","28","104.0","2"
"K","2029","86TH ST","","62.0","2"
"Q","94-46","ALSTYNE AVE","","110.0","2"
"Q","195-10 I","67 AVE","","107.0","2"
"K","5405","GLENWOOD RD","","69.0","2"
"K","6740","4th Ave","G","68.0","2"
"K","N","Hoyt St","SPCL","84.0","2"
"Q","35-64","79th St","12","115.0","2"
"NY","N","W 124th St","46","28.0","2"
"R","1825","N Railroad Ave","08-P","122.0","2"
"BX","636","Rosedale Ave","43","43.0","2"
"R","477","St Marks Pl","07-P","120.0","2"
"K","95","Skillman St","C","79.0","2"
"R","349","New Dorp Ln","03-P","122.0","2"
"NY","1566","3rd Ave","56","19.0","2"
"Q","24-20","Crescent St","52-A","114.0","2"
"BX","1440","East Ave","12","43.0","2"
"NY","306","W 39th St","02","14.0","2"
"K","S","Coney Island Ave","N","60.0","2"
"NY","176","E 70th St","39","19.0","2"
"Q","102-01","102nd St","20","115.0","2"
"BX","1490","Macombs Rd","14","44.0","2"
"BX","W","St Georges Cres","06","52.0","2"
"K","48","Adelphi St","C","88.0","2"
"K","48","Willow Pl","01","84.0","2"
"K","382","E 52nd St","L","67.0","2"
"Q","35-64","84th St","51-A","115.0","2"
"K","8806","3rd Ave","32","68.0","2"
"K","709","Kings Hwy","03","61.0","2"
"Q","63-13","Metropolitan Ave","A","104.0","2"
"Q","148-62","87th Ave","G","107.0","2"
"Q","148-38","87th Ave","G","107.0","2"
"NY","1434","Lexington Ave","H","19.0","2"
"K","156","Powers St","17","90.0","2"
"NY","7","E 60th St","63","19.0","2"
"K","887","Utica Ave","30","67.0","2"
"K","75","Livingston St","03","84.0","2"
"Q","86-82","Midland Pky","E","107.0","2"
"NY","82","W 105th St","64","24.0","2"
"Q","25-87","99th St","M-AM","115.0","2"
"BX","50","E 191st St","01","52.0","2"
"K","1703","McDonald Ave","R","70.0","2"
"NY","20","Morris St","U","1.0","2"
"K","1241","Willoughby Ave","03","83.0","2"
"NY","303","Mercer St","36","6.0","2"
"Q","E","60th Ln","27","104.0","2"
"Q","96-14","Jamaica Ave","32","102.0","2"
"K","28","Throop Ave","16","90.0","2"
"Q","111-04","77th Ave","06","112.0","2"
"NY","210","E 38th St","03","17.0","2"
"K","E","E 88th St","U","69.0","2"
"NY","315","E 102nd St","A","23.0","2"
"Q","133-33","41st Ave","06-A","109.0","2"
"Q","8784","165th St","20","103.0","2"
"Q","N","Sanford Ave","06-P","109.0","2"
"K","E","Wythe Ave","15","90.0","2"
"BX","N","E Tremont Ave","05","43.0","2"
"BX","1175","Jerome Ave","05","44.0","2"
"NY","14","University Pl","52","6.0","2"
"NY","325","E 38th St","01","17.0","2"
"K","945","Manhattan Ave","17","94.0","2"
"BX","W","Sheridan Ave","61","44.0","2"
"NY","99","Spring St","40","1.0","2"
"NY","100","La Salle St","28","26.0","2"
"NY","355","E 76th St","76","23.0","2"
"NY","51","E 128th St","30","23.0","2"
"NY","1120","5th Ave","54","19.0","2"
"K","3765","18th Ave","09","70.0","2"
"Q","S","39th Ave","01","109.0","2"
"Q","99-07","66th Ave","06","112.0","2"
"K","2719","Coney Island Ave","15","61.0","2"
"K","1840","McDonald Ave","34","62.0","2"
"NY","57","E Broadway","35","5.0","2"
"NY","E","9th Ave","08","6.0","2"
"NY","348","DYCKMAN AVE","","34.0","2"
"Q","","FMCP","","10.0","2"
"BX","","C/O E 104 ST","","52.0","2"
"BX","961","OGDEN AVE","","44.0","2"
"NY","1803","RIVERSIDE DRIVE","","34.0","2"
"K","745","MCDONALD AVE","","66.0","2"
"K","4309","13 AVE","","66.0","2"
"K","7105","3rd Ave","32","68.0","2"
"NY","102","Washington Pl","P","6.0","2"
"NY","140","Duane St","077","1.0","2"
"K","31","Nassau St","Grah","94.0","2"
"NY","407","Park Ave","08","17.0","2"
"NY","658","10th Ave","08","18.0","2"
"NY","E","2nd Ave","08","17.0","2"
"NY","N","W 129th St","01","26.0","2"
"Q","E","42nd St","52-A","114.0","2"
"NY","80","Lafayette St","064","5.0","2"
"BX","782","Pelham Pkwy S","01","49.0","2"
"BX","E","Wheeler Ave","43","43.0","2"
"Q","N","87th Ave","15","107.0","2"
"Q","82-11","37th Ave","11","115.0","2"
"BX","3476","Boston Rd","15","47.0","2"
"NY","972","Lexington Ave","05","19.0","2"
"NY","245","5th Ave","19","13.0","2"
"BX","1257","Fteley Ave","45","43.0","2"
"Q","W","95th St","44","102.0","2"
"Q","79-06","35th Ave","52-A","115.0","2"
"Q","42-05","Main St","02-A","109.0","2"
"Q","43-47","44th St","37-P","108.0","2"
"K","5006","16th Ave","01","66.0","2"
"Q","61-03","56th St","01","104.0","2"
"BX","S","W Mount Eden Ave","14","44.0","2"
"Q","14016","Coombs St","M","105.0","2"
"Q","155-74","115th Dr","S","113.0","2"
"BX","590","E 187th St","34","48.0","2"
"Q","N","57th Ave","N","110.0","2"
"Q","22-11","Brookhaven Ave","W","101.0","2"
"BX","S","E 168th St","L","44.0","2"
"BX","860","E Tremont Ave","33","48.0","2"
"BX","963","E 178th St","07","48.0","2"
"NY","321A","W 24th St","99","10.0","2"
"BX","930","E Tremont Ave","01","48.0","2"
"NY","45","E 45th St","05","18.0","2"
"BX","S","Oak Point Ave","02","41.0","2"
"K","246","Pacific St","01","84.0","2"
"K","2169","81st St","06","62.0","2"
"Q","504","Seneca Ave","A","104.0","2"
"NY","1578","Lexington Ave","B","23.0","2"
"Q","38-08","149th St","44-A","109.0","2"
"BX","2271","Morris Ave","02","46.0","2"
"NY","208","E 79th St","10","19.0","2"
"NY","227","E 57th St","07","17.0","2"
"NY","245","E 63rd St","03","19.0","2"
"Q","144-10","Coolidge Ave","O","107.0","2"
"K","3","St Felix St","06","88.0","2"
"K","499","Ocean Pky","R","70.0","2"
"K","330","Court St","C1","76.0","2"
"Q","37-06","80th St","15-A","115.0","2"
"K","560","Pacific St","06","78.0","2"
"K","201","Dekalb Ave","11","88.0","2"
"BX","E","Grand Ave","42","46.0","2"
"NY","208","E 93rd St","28","19.0","2"
"BX","4160","White Plains Rd","20","47.0","2"
"NY","65","W 70th St","22","20.0","2"
"NY","443","W 125th St","38","26.0","2"
"NY","1550","3rd Ave","31","19.0","2"
"Q","E","Center Blvd","M","108.0","2"
"K","E","W 36th St","N","60.0","2"
"K","2737","W 33rd St","N","60.0","2"
"NY","257","W 88th St","28","20.0","2"
"Q","90-45B","148th St","14","103.0","2"
"NY","162","Orchard St","56","7.0","2"
"Q","124-34","Queens Blvd","09","102.0","2"
"BX","707","Burke Ave","11","47.0","2"
"NY","245","E 116th St","02","19.0","2"
"Q","87-68","150th St","15","103.0","2"
"NY","140","E 46th St","10","17.0","2"
"Q","31-10","31st Ave","52-A","114.0","2"
"BX","4118","Carpenter Ave","H","47.0","2"
"K","906","New York Ave","42","67.0","2"
"BX","261","E Kingsbridge Rd","01","52.0","2"
"NY","11","W 10th St","08","6.0","2"
"BX","1985","University Ave","39","46.0","2"
"K","62","Clark St","SPCL","84.0","2"
"NY","S","E 9th St","36","6.0","2"
"Q","W","Newtown Rd","52-A","114.0","2"
"NY","564","WEST 207 ST","","34.0","2"
"K","275","BRIGHTON BEACH AVE","","60.0","2"
"NY","501","2ND AVE","","0.0","2"
"K","1079","STERLING PLACE","","77.0","2"
"BX","737","ASTOR AVENUE","","49.0","2"
"K","581","OCEAN PKWY","","66.0","2"
"Q","S","97th St","04","112.0","2"
"NY","320","Park Ave","08","18.0","2"
"NY","164","W 147th St","D","32.0","2"
"NY","0","Bond St","35","9.0","2"
"Q","W","32nd St","31-A","114.0","2"
"NY","229","E 112th St","41","23.0","2"
"NY","2","W 45th St","07","14.0","2"
"Q","12510","Queens Blvd","11","102.0","2"
"K","287","Broadway","15","90.0","2"
"Q","136-76","Roosevelt Ave","50-A","109.0","2"
"K","110","Broadway","W","90.0","2"
"K","1676","66th St","E","62.0","2"
"Q","S","Abingdon Rd","21","102.0","2"
"NY","210","E 68th St","27","19.0","2"
"NY","304","E 65th St","A","19.0","2"
"NY","48","E 132nd St","F","25.0","2"
"NY","580","Broadway","01","5.0","2"
"Q","54-25","55th St","C","104.0","2"
"NY","1350","Broadway","99","14.0","2"
"Q","138-25","31st Dr","B","109.0","2"
"BX","1770","Walton Ave","44","44.0","2"
"K","485","Coney Island Ave","09","70.0","2"
"Q","S","Austin St","05","112.0","2"
"Q","E","37th St","52-P","114.0","2"
"K","6202","5th Ave","51","72.0","2"
"Q","N","35th Ave","03-P","109.0","2"
"NY","E","Broadway","11","33.0","2"
"NY","S","E 66th St","35","19.0","2"
"Q","8787","171st St","15","103.0","2"
"K","617","Troy Ave","A","71.0","2"
"K","E","Dahill Rd","03","62.0","2"
"NY","1014","5th Ave","R","19.0","2"
"Q","W","Bell Blvd","43","111.0","2"
"NY","E","Hudson Blvd West","C","14.0","2"
"BX","15","Westchester Sq","07","45.0","2"
"NY","4","W 47th St","16","18.0","2"
"K","23","Douglass St","59","78.0","2"
"BX","2922","Westchester Ave","07","45.0","2"
"BX","2968","Middletown Rd","45","45.0","2"
"K","E","E 31st St","C","67.0","2"
"BX","W","Franklin Ave","42","40.0","2"
"Q","33-50","82nd St","51-A","115.0","2"
"NY","520","8th Ave","01","14.0","2"
"K","2709","Pitkin Ave","SPCL","75.0","2"
"NY","240","E 4th St","03","9.0","2"
"K","1617","Dorchester Rd","03","70.0","2"
"Q","116-32","Queens Blvd","09","112.0","2"
"NY","906","Columbus Ave","34","24.0","2"
"BX","593","Crescent Ave","34","48.0","2"
"K","266","Hall St","06","88.0","2"
"BX","E","Bailey Ave","B","50.0","2"
"NY","60","Eldridge St","61","5.0","2"
"BX","N","Watson Ave","04","43.0","2"
"K","132","Melrose St","01","83.0","2"
"NY","128","E 112th St","23","23.0","2"
"NY","443","W 15th St","01","10.0","2"
"NY","656","9th Ave","01","18.0","2"
"Q","89-58","163rd St","15","103.0","2"
"NY","S","E 71st St","60","19.0","2"
"Q","36-27","31st St","28","114.0","2"
"NY","W","Madison Ave","19","19.0","2"
"BX","2790","Goulden Ave","20","52.0","2"
"NY","211","North End Ave","CC1","1.0","2"
"NY","1","Madison Ave","20","13.0","2"
"Q","108-07","72nd Ave","05","112.0","2"
"Q","90-15","48th Ave","03","110.0","2"
"K","1425","W 8th St","06","62.0","2"
"K","1165","Bedford Ave","SPCL","79.0","2"
"K","841","Essex St","SPCL","75.0","2"
"NY","262","W 25th St","99","10.0","2"
"K","35","Crown St","C","71.0","2"
"BX","2545","Grand Concourse","28","52.0","2"
"Q","7520","Edsall Ave","A","102.0","2"
"Q","175-41","HILLSIDE AVE","","107.0","2"
"Q","","MEADOW LAKE BOAT HOU","","110.0","2"
"Q","3211","96 STREET","","115.0","2"
"Q","69-67","108TH STREET","","112.0","2"
"NY","120","E 85 ST","","19.0","2"
"K","2050","Flatbush Ave","11","63.0","2"
"NY","E","5th Ave","14","13.0","2"
"NY","208","E 79th St","CC1","19.0","2"
"NY","4","E 60th St","08","19.0","2"
"BX","2056","Morris Ave","W","46.0","2"
"BX","2255","Grand Concourse","66","46.0","2"
"Q","38-31","Bell Blvd","43-A","111.0","2"
"K","644","Parkside Ave","16","71.0","2"
"Q","20-17","48th St","52-A","114.0","2"
"K","114","Kosciusko St","B","79.0","2"
"NY","S","W 91st St","22","24.0","2"
"K","17","N 6th St","17","90.0","2"
"NY","127","W 92nd St","38","24.0","2"
"NY","100","Prince St","41","1.0","2"
"K","130","Skillman St","R","79.0","2"
"K","120","Lawrence St","B","84.0","2"
"NY","22","E 17th St","12","13.0","2"
"K","1713","Troy Ave","16","63.0","2"
"BX","522","E 149th St","02","40.0","2"
"K","229","Bay Ridge Ave","E","68.0","2"
"K","1075","Winthrop St","W","67.0","2"
"Q","683","Onderdonk Ave","C","104.0","2"
"NY","171","E 88th St","62","19.0","2"
"Q","104-16","Northern Blvd","U","115.0","2"
"R","S","Genesee St","06-P","120.0","2"
"NY","388","W Broadway","J","1.0","2"
"NY","545","W 187th St","11","34.0","2"
"Q","172-25","Jamaica Ave","19","103.0","2"
"K","3350","Fulton St","SPCL","75.0","2"
"Q","N","Broadway","52-A","114.0","2"
"K","1612","Kings Hwy","03","61.0","2"
"NY","385","Fort Washington Ave","N","33.0","2"
"NY","120","W 15th St","I","13.0","2"
"NY","252","Mott St","K","5.0","2"
"NY","N","W 74th St","20","20.0","2"
"NY","19","W 24th St","01","13.0","2"
"Q","37-03","Main St","06-A","109.0","2"
"NY","128","Central Park South","01","18.0","2"
"Q","149-05","79th Ave","Q","107.0","2"
"NY","9","E 9th St","69","6.0","2"
"NY","1690","2nd Ave","03","19.0","2"
"NY","132","W 32nd St","99","10.0","2"
"NY","2310","2nd Ave","C","25.0","2"
"NY","595","West End Ave","E","24.0","2"
"Q","59-63","59th St","A","104.0","2"
"BX","135","W Kingsbridge Rd","K","52.0","2"
"BX","2785","Sedgwick Ave","K","52.0","2"
"NY","150","E 58th St","07","18.0","2"
"K","57","Montague St","04","84.0","2"
"K","161","Division Ave","SPCL","90.0","2"
"BX","N","Field Pl","19","46.0","2"
"K","230","Duffield St","V","84.0","2"
"BX","1147","Pierce Ave","01","45.0","2"
"Q","12-16","Frisco Ave","T","101.0","2"
"Q","70-15","Austin St","01","112.0","2"
"K","322","1st St","56","78.0","2"
"NY","66","W 94th St","64","24.0","2"
"K","3003","Avenue K","11","63.0","2"
